Fri. Sep. 18, 2020             LANDSAT 5                 Time: 19:21
                         Image Assessment System
                           GCP Residual Report
----------------------------------------------------------------------------
WOID: L2            Path/Row: 196 / 021

L0R Reference Image: L51KIS1084116090100_HDF.202180312
Acquisition Date: Apr 25, 1984

Band Number:  5

GLS date for each WRS-2 path/row used:
Path  Row   Date
194   021   08-03-1999
195   021   05-08-2000, 07-23-2013
195   022   05-08-2000, 03-20-2014
196   020   05-15-2000, 03-11-2014
196   021   05-15-2000, 03-11-2014
196   022   05-15-2000, 03-11-2014
197   020   05-09-2001, 04-03-2014
197   021   05-09-2001, 04-06-2015


Point_ID         Latitude  Longitude    Height       Across    Along    Residual  Residual
                                                      Scan      Scan      In y      in x
                                                    Residual  Residual    dir       dir
                   (deg)     (deg)     (meters)     (meters)  (meters)  (meters)  (meters)

1970210016_01   56.096841    9.234127   124.223       0.356     3.423    -0.462     3.408
1970210018_01   56.345120    9.248637   134.065       2.021     6.182     0.507     6.479
1970210019_01   56.125459   10.144445    58.357       1.726    -3.480     2.496    -2.974
1970210022_01   56.255931   10.342005    46.437      -1.926     3.700    -2.742     3.141
1970210023_01   55.490448    9.479146    46.965       1.251    -0.171     1.255     0.129
1970210024_01   55.517522    9.460568    95.112      -0.738    -1.163    -0.442    -1.304
1970210025_01   55.661840    8.734482    70.047      -3.125    -2.029    -2.555    -2.708
1970210027_01   56.104349   10.092229   127.112       2.978     4.665     1.794     5.232
1970210030_01   55.740192    9.113906   105.129      -1.609    -2.644    -0.938    -2.947
1970210047_01   56.127170    9.142659   119.272       7.190    -0.302     7.053     1.398
1970210052_01   56.173202   10.168133   146.268       2.763     3.156     1.941     3.716
1970210060_01   56.101063   10.214699   138.198      -2.196    -2.229    -1.608    -2.682
1970210066_01   56.173938    9.509060    98.214      -1.466    -1.669    -1.031    -1.966
1970210071_01   55.238506    9.447326    44.768       2.208    -2.375     2.706    -1.784
1970210082_01   56.381756    9.670677    58.773       4.557     1.414     4.094     2.444
1970210089_01   56.155714    9.535325    59.731       6.642    -2.547     7.051    -0.911
1970210093_01   55.260729    9.712389    33.398      -6.355     2.501    -6.763     0.926
1970210095_01   55.642575    9.184467   120.244      -5.306     1.461    -5.498     0.167
1970210096_01   56.584827    9.646499    61.627       3.387     0.418     3.192     1.201
1970210101_01   55.325974    9.795914    37.169       3.947    -4.215     4.830    -3.161
1970210103_01   55.488482    9.436897    69.895       0.928    -5.160     2.120    -4.792
1970210106_01   56.133834    9.548604    88.603       3.407     0.825     3.115     1.603
1970210119_01   56.409374    9.184431    95.753       0.779     2.519     0.164     2.630
1970210120_01   55.682112    8.776339    63.115      -2.788     3.074    -3.434     2.328
1970210123_01   55.718418    9.044626    93.151      -4.281    -1.958    -3.695    -2.911
1970210124_01   55.938243    9.212017   120.298       1.125    -1.155     1.365    -0.857
1970210126_01   55.596762    8.732902    66.518       6.191    -5.203     7.242    -3.593
1970210128_01   56.444599    9.232954    82.053      -4.577    -0.310    -4.374    -1.376
1970210129_01   55.957087    9.166913    96.304       0.432     1.836    -0.014     1.885
1970210135_01   56.018621    9.131993   113.015      -3.414     4.905    -4.472     3.960
1970210138_01   55.177513    9.641608    31.481       5.190     6.361     3.535     7.405
1970210143_01   56.470780    9.409724    93.159       6.333     2.027     5.675     3.456
1970210150_01   55.498717    9.624650    43.309      -0.126    -6.486     1.410    -6.329
1970210151_01   55.561591    9.410168   103.990       1.065     2.652     0.408     2.827
1970210156_01   55.962681    9.418222   147.624       7.526    -1.680     7.705     0.140
1970210163_01   56.047092    8.864417    81.823       3.235    -7.155     4.828    -6.188
1970210164_01   56.062779    9.833811    97.194      -0.236    -3.452     0.583    -3.408
1970210165_01   55.287889    9.717112    32.387       4.741    -3.169     5.354    -1.956
1970210167_01   55.641487    9.743180    56.701      -3.870     2.444    -4.336     1.460
1970210171_01   55.948770    9.129856    93.760       3.666     4.628     2.469     5.359
1970210180_01   55.831702    8.753003    79.566      -0.304     2.756    -0.946     2.605
1970210183_01   56.046212    9.039234   101.518      -5.067    -3.097    -4.191    -4.201
1970210184_01   56.361489    8.997457    75.987       3.542    -0.408     3.536     0.435
1970210187_01   56.083708    9.427320   117.595      -6.614     1.909    -6.874     0.297
1970210192_01   56.283972    9.199436    93.552       4.311    -2.636     4.807    -1.548
1970210193_01   56.080909    9.007887   114.814       5.908     5.926     4.340     7.146
1970210201_01   55.561107    9.748285    32.519       2.804    -0.573     2.859     0.105
1970210209_01   56.092442    8.968030    87.719       1.478    -2.518     2.028    -2.098
1970210212_01   55.784109    9.058963   106.863       3.751     1.507     3.287     2.347
1970210215_01   55.978314    9.608417   152.657       2.670    -0.339     2.673     0.299
1970210222_01   55.485410    8.921558    78.384       0.585    -2.491     1.156    -2.281
1970210226_01   55.889855    9.243484   133.154       2.834    -2.047     3.234    -1.321
1970210233_01   56.008681    8.955022    94.121      -1.610     1.835    -1.996     1.403
1970210237_01   56.164042    9.669243    95.771      -4.820     4.755    -5.802     3.484
1970210244_01   56.473492   10.012798    73.150       2.841    -4.328     3.778    -3.537
1970210246_01   55.841330    9.034104   102.469      -5.205     6.983    -6.703     5.556
1970210248_01   55.278483    9.766121    27.766      -4.179    -6.994    -2.404    -7.780
1970210251_01   55.917750    9.473923   148.295      -6.211     0.740    -6.206    -0.745
1970210255_01   56.433981    9.169535    91.906      -5.413    -0.128    -5.228    -1.395
1970210258_01   56.461082    9.190128    88.789      -1.132    -0.450    -0.994    -0.703
1970210262_01   56.037392    9.197144   113.686       4.469    -3.268     5.111    -2.122
1970210265_01   56.159750   10.216019    42.841       5.286    -1.222     5.423     0.057
1970210273_01   56.417103   10.433839    80.733      -3.928     4.668    -4.914     3.611
1970210275_01   55.331338    8.760805    42.262       4.534     0.565     4.269     1.620
1970210276_01   56.057475   10.206989    84.421       5.981     5.903     4.420     7.142
1970210279_01   55.997978    9.246028   106.191      -6.568    -5.575    -5.064    -6.961
1970210283_01   55.833739    8.762323    58.898      -1.409     4.058    -2.327     3.609
1970210287_01   56.347913    9.594395    43.988       7.430    -5.756     8.572    -3.845
1970210288_01   56.170585    9.469519   134.653       1.380    -4.975     2.512    -4.508
1970210289_01   55.665648    9.173250    99.028       5.628    -4.134     6.441    -2.688
1970210290_01   56.219576    9.323805   118.379       1.656     1.735     1.200     2.074
1970210296_01   56.031968    9.599636   146.874       4.591    -6.646     6.024    -5.374
1970210315_01   56.201561    9.197985    96.592       1.874     2.757     1.170     3.119
1970210316_01   56.127280    9.375636   143.421       5.377     1.498     4.868     2.720
1970210319_01   55.960476    9.279992    97.116      -4.622    -5.917    -3.094    -6.835
1970210321_01   56.471270    9.232600    89.732      -3.656     2.355    -4.106     1.429
1970210322_01   56.513126    9.413161   122.213      -4.440     6.223    -5.776     5.002
1970210324_01   56.567266    9.537306    88.205       6.398    -1.759     6.628    -0.207
1970210332_01   56.582450    9.160348    91.659      -0.035    -0.152     0.002    -0.156
1970210333_01   56.627329    9.198816    50.068       7.159    -0.291     7.022     1.397
1970210334_01   55.193708    9.689036    15.984      -4.110    -3.848    -3.080    -4.709
1970210339_01   56.602633    9.288575    34.195       6.688    -1.733     6.904    -0.114
1970210351_01   56.018677    9.818386   111.202      -3.677     5.488    -4.865     4.465
1970210353_01   55.907489    9.195544    95.838       6.816    -4.745     7.739    -3.003
1970210354_01   55.971662    9.110360    84.330       4.271    -6.282     5.629    -5.096
1970210367_01   56.177266   10.231152    45.834      -7.817    -0.908    -7.380    -2.722
1970210368_01   56.480243    9.488260    73.660       0.842     2.234     0.292     2.368
1970210369_01   55.757845    8.793617    76.517       5.140    -3.381     5.789    -2.072
1970210391_01   55.765293    9.271758   144.461      -1.774    -0.419    -1.624    -0.825
1970210397_01   56.333305    9.950858    87.117      -5.172    -3.675    -4.159    -4.786
1970210414_01   55.573110    9.330550   113.555      -7.431     5.347    -8.479     3.439
1970210415_01   55.950905    9.066110   103.413       2.183     2.186     1.604     2.637
1970210416_01   56.124022    9.560081   104.453       7.484    -6.352     8.765    -4.409
1970210424_01   55.710228    9.626771    62.423       5.095     0.757     4.770     1.937
1970210426_01   55.838485    9.897968    65.971       5.935     5.839     4.388     7.071
1970210431_01   56.389025    9.796679    64.193       1.159     3.797     0.232     3.961
1970210434_01   56.328313    9.222014    99.223       2.772     0.322     2.617     0.964
1970210436_01   56.471372    9.257405    55.528      -3.930     6.209    -5.278     5.109
1970210437_01   55.810984    9.528368   119.245      -4.556    -1.815    -3.997    -2.837
1970210438_01   55.915608    8.961442    81.781      -1.501     1.442    -1.798     1.047
1970210439_01   55.838515    9.001300    77.953       2.067     4.282     0.996     4.645
1970210443_01   55.319053    9.638641    30.302      -0.194     1.353    -0.508     1.268
1970210444_01   56.085988    9.498368   159.878       6.848     0.247     6.592     1.851
1970210445_01   56.284206    9.705366   104.032      -4.928    -4.575    -3.710    -5.603
1970210449_01   56.426940    9.435089    59.027      -5.500     4.676    -6.443     3.250
1970210452_01   56.002827    9.943637    96.106       5.827     1.151     5.388     2.490
1970210456_01   55.941204    8.962868    71.725      -2.361    -0.368    -2.206    -0.913
1970210458_01   55.639764    9.742903    59.222       1.305    -0.197     1.314     0.116
1970210459_01   55.542919    9.420656    65.571       1.442    -0.741     1.576    -0.379
1970210469_01   56.029291    9.465811   156.254      -1.207     6.353    -2.669     5.886
1970210476_01   55.478998    9.715720    30.936       1.020    -1.683     1.388    -1.394
1970210484_01   56.064360    9.454688    96.535       0.151     3.392    -0.653     3.331
1970210485_01   56.399499    9.417336    43.090       5.574    -3.142     6.154    -1.743
1970210497_01   56.141111    9.652532   148.133      -5.233    -2.240    -4.555    -3.407
1970210498_01   55.603150    9.134153   110.703      -1.329     3.927    -2.218     3.500
1970210502_01   56.060644    9.675286    67.990       2.896     2.115     2.315     2.736
1970210506_01   55.935036    9.355212    95.190       3.740    -0.111     3.658     0.773
1970210508_01   55.274169    9.609598    30.904       1.303     1.815     0.836     2.071
1970210509_01   55.401168    9.826153    32.252      -5.638    -4.375    -4.442    -5.581
1970210511_01   56.016587    9.142271   100.688       1.166     7.036    -0.527     7.109
1970210519_01   56.189545    9.208182   103.579      -0.308     0.800    -0.488     0.704
1970210522_01   56.427367    9.289679    80.076       1.012     4.371    -0.046     4.483
1970210523_01   55.927662    9.744506    52.429      -4.461     3.261    -5.102     2.116
1970210525_01   55.491710    9.659886    32.968       5.979     3.246     5.039     4.564
1970210531_01   56.359849    9.851442    99.746      -3.068     2.033    -3.458     1.253
1970210533_01   56.458345   10.247479    53.000      -5.407    -0.216    -5.202    -1.481
1970210538_01   55.509429    9.349053    70.321      -0.063     6.373    -1.567     6.175
1970210540_01   55.872015   10.020599    37.183       6.985    -1.321     7.097     0.363
1970210542_01   56.345500    9.069202    78.589      -1.116    -3.259    -0.318    -3.428
